bin_0_0.0045,bin_1_0.0127,bin_2_0.0209,bin_3_0.0291,bin_4_0.0373,bin_5_0.0456,bin_6_0.0538,bin_7_0.0620,bin_8_0.0702,bin_9_0.0784,bin_10_0.0866,bin_11_0.0948,bin_12_0.1030,bin_13_0.1112,bin_14_0.1194,bin_15_0.1276,bin_16_0.1358,bin_17_0.1440,bin_18_0.1522,bin_19_0.1605,bin_20_0.1687,bin_21_0.1769,bin_22_0.1851,bin_23_0.1933,bin_24_0.2015,bin_25_0.2097,bin_26_0.2179,bin_27_0.2261,bin_28_0.2343,bin_29_0.2425,bin_30_0.2507,bin_31_0.2589,bin_32_0.2671,bin_33_0.2753,bin_34_0.2836,bin_35_0.2918,bin_36_0.3000,bin_37_0.3082,bin_38_0.3164,bin_39_0.3246,bin_40_0.3328,bin_41_0.3410,bin_42_0.3492,bin_43_0.3574,bin_44_0.3656,bin_45_0.3738,bin_46_0.3820,bin_47_0.3902,bin_48_0.3985,bin_49_0.4067,bin_50_0.4149,bin_51_0.4231,bin_52_0.4313,bin_53_0.4395,bin_54_0.4477,bin_55_0.4559,bin_56_0.4641,bin_57_0.4723,bin_58_0.4805,bin_59_0.4887,bin_60_0.4969,bin_61_0.5051,bin_62_0.5134,bin_63_0.5216,bin_64_0.5298,bin_65_0.5380,bin_66_0.5462,bin_67_0.5544,bin_68_0.5626,bin_69_0.5708,bin_70_0.5790,bin_71_0.5872,bin_72_0.5954,bin_73_0.6036,bin_74_0.6118,bin_75_0.6200,bin_76_0.6283,bin_77_0.6365,bin_78_0.6447,bin_79_0.6529,bin_80_0.6611,bin_81_0.6693,bin_82_0.6775,bin_83_0.6857,bin_84_0.6939,bin_85_0.7021,bin_86_0.7103,bin_87_0.7185,bin_88_0.7267,bin_89_0.7349,bin_90_0.7432,bin_91_0.7514,bin_92_0.7596,bin_93_0.7678,bin_94_0.7760,bin_95_0.7842,bin_96_0.7924,bin_97_0.8006,bin_98_0.8088,bin_99_0.8170
tensor(0.0096),tensor(0.0551),tensor(0.0875),tensor(0.1335),tensor(0.1472),tensor(0.1944),tensor(0.2126),tensor(0.2389),tensor(0.2773),tensor(0.3143),tensor(0.3131),tensor(0.3507),tensor(0.3541),tensor(0.3548),tensor(0.4615),tensor(0.4010),tensor(0.4951),tensor(0.4974),tensor(0.4965),tensor(0.4969),tensor(0.5034),tensor(0.4964),tensor(0.6385),tensor(0.5214),tensor(0.5714),tensor(0.6762),tensor(0.5638),tensor(0.6087),tensor(0.5842),tensor(0.5921),tensor(0.6778),tensor(0.6711),tensor(0.6892),tensor(0.7612),tensor(0.7031),tensor(0.7288),tensor(0.7288),tensor(0.8113),tensor(0.5714),tensor(0.7692),tensor(0.7541),tensor(0.8824),tensor(0.7400),tensor(0.7736),tensor(0.7778),tensor(0.8367),tensor(0.8889),tensor(0.8462),tensor(0.8298),tensor(0.8947),tensor(0.7222),tensor(0.8000),tensor(0.7576),tensor(0.7632),tensor(0.9000),tensor(0.8788),tensor(0.8710),tensor(0.8065),tensor(0.6923),tensor(0.8846),tensor(0.8378),tensor(0.8571),tensor(0.8000),tensor(0.9130),tensor(0.9231),tensor(0.9259),tensor(0.8636),tensor(0.9583),tensor(0.9474),tensor(0.9583),tensor(0.9375),tensor(0.9375),tensor(0.9474),tensor(0.6667),tensor(0.9375),tensor(0.8889),tensor(0.8636),tensor(1.),tensor(1.),tensor(0.9474),tensor(0.8889),tensor(0.9231),tensor(1.),tensor(0.8824),tensor(0.9333),tensor(1.),tensor(1.),tensor(1.),tensor(0.9000),tensor(1.),tensor(1.),tensor(1.),tensor(0.7857),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9286)
tensor(0.0089),tensor(0.0521),tensor(0.0987),tensor(0.1422),tensor(0.1676),tensor(0.2086),tensor(0.2318),tensor(0.2664),tensor(0.2760),tensor(0.3277),tensor(0.3452),tensor(0.3930),tensor(0.3642),tensor(0.4125),tensor(0.3720),tensor(0.4721),tensor(0.4354),tensor(0.4944),tensor(0.5800),tensor(0.5302),tensor(0.5000),tensor(0.5077),tensor(0.5299),tensor(0.5826),tensor(0.6075),tensor(0.5941),tensor(0.5730),tensor(0.6848),tensor(0.6465),tensor(0.6782),tensor(0.6413),tensor(0.6447),tensor(0.6795),tensor(0.7143),tensor(0.6721),tensor(0.7581),tensor(0.7500),tensor(0.8333),tensor(0.7400),tensor(0.7679),tensor(0.7627),tensor(0.7800),tensor(0.9535),tensor(0.7679),tensor(0.7632),tensor(0.7708),tensor(0.7442),tensor(0.8596),tensor(0.8444),tensor(0.7143),tensor(0.8438),tensor(0.8077),tensor(0.8438),tensor(0.8889),tensor(0.8929),tensor(0.9167),tensor(0.8182),tensor(0.9032),tensor(1.),tensor(0.8077),tensor(0.8611),tensor(0.9394),tensor(0.9259),tensor(0.8421),tensor(0.9200),tensor(0.8519),tensor(0.8421),tensor(0.9545),tensor(0.8333),tensor(0.8889),tensor(1.),tensor(1.),tensor(0.9474),tensor(0.9333),tensor(0.9375),tensor(1.),tensor(1.),tensor(0.8148),tensor(1.),tensor(1.),tensor(0.9286),tensor(1.),tensor(0.8182),tensor(1.),tensor(1.),tensor(0.9231),tensor(1.),tensor(0.9286),tensor(0.9524),tensor(1.),tensor(1.),tensor(0.9412),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0097),tensor(0.0587),tensor(0.1032),tensor(0.1429),tensor(0.1791),tensor(0.1896),tensor(0.2297),tensor(0.2642),tensor(0.2760),tensor(0.3080),tensor(0.3162),tensor(0.3973),tensor(0.3679),tensor(0.4187),tensor(0.4280),tensor(0.5025),tensor(0.4734),tensor(0.5667),tensor(0.5033),tensor(0.5749),tensor(0.5211),tensor(0.5775),tensor(0.5354),tensor(0.5763),tensor(0.6040),tensor(0.6768),tensor(0.6000),tensor(0.5895),tensor(0.6837),tensor(0.6456),tensor(0.6889),tensor(0.7013),tensor(0.7424),tensor(0.7246),tensor(0.7419),tensor(0.8033),tensor(0.7000),tensor(0.8000),tensor(0.7091),tensor(0.8113),tensor(0.6349),tensor(0.7273),tensor(0.8723),tensor(0.7963),tensor(0.8611),tensor(0.9600),tensor(0.7674),tensor(0.7778),tensor(0.8409),tensor(0.8718),tensor(0.9062),tensor(0.9259),tensor(0.8788),tensor(0.7561),tensor(0.8929),tensor(0.8684),tensor(0.9375),tensor(0.8182),tensor(0.9286),tensor(0.8800),tensor(0.9167),tensor(0.8438),tensor(0.8966),tensor(0.9565),tensor(0.8889),tensor(0.8966),tensor(0.7895),tensor(0.8750),tensor(0.9000),tensor(0.8800),tensor(0.8889),tensor(0.8571),tensor(0.9333),tensor(1.),tensor(0.9286),tensor(0.9412),tensor(0.9583),tensor(0.8462),tensor(0.9000),tensor(0.9000),tensor(1.),tensor(0.9231),tensor(1.),tensor(0.9333),tensor(1.),tensor(0.9375),tensor(1.),tensor(1.),tensor(0.9474),tensor(1.),tensor(1.),tensor(0.9444),tensor(0.9333),tensor(0.9000),tensor(1.),tensor(1.),tensor(0.8824),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0086),tensor(0.0561),tensor(0.1015),tensor(0.1180),tensor(0.1627),tensor(0.1952),tensor(0.2279),tensor(0.2431),tensor(0.2792),tensor(0.3013),tensor(0.3392),tensor(0.3612),tensor(0.3750),tensor(0.4163),tensor(0.3891),tensor(0.3793),tensor(0.4804),tensor(0.4731),tensor(0.4621),tensor(0.5432),tensor(0.5352),tensor(0.5000),tensor(0.5659),tensor(0.6230),tensor(0.6286),tensor(0.5842),tensor(0.6989),tensor(0.5909),tensor(0.6154),tensor(0.6933),tensor(0.5862),tensor(0.6806),tensor(0.7051),tensor(0.7188),tensor(0.6923),tensor(0.7193),tensor(0.6833),tensor(0.7083),tensor(0.6981),tensor(0.7451),tensor(0.7797),tensor(0.7600),tensor(0.7447),tensor(0.7455),tensor(0.7143),tensor(0.8261),tensor(0.7805),tensor(0.7255),tensor(0.8409),tensor(0.8571),tensor(0.8000),tensor(0.8571),tensor(0.7812),tensor(0.7105),tensor(0.8214),tensor(0.9000),tensor(0.8750),tensor(0.9118),tensor(0.8846),tensor(0.9600),tensor(0.8824),tensor(0.8182),tensor(0.8571),tensor(0.9444),tensor(0.9643),tensor(0.8182),tensor(0.9000),tensor(0.9200),tensor(0.9000),tensor(0.7826),tensor(0.8824),tensor(1.),tensor(0.8333),tensor(1.),tensor(0.9444),tensor(1.),tensor(0.9231),tensor(1.),tensor(0.7778),tensor(0.9524),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.8750),tensor(1.),tensor(1.),tensor(1.),tensor(0.9167),tensor(0.9231),tensor(1.),tensor(0.8182),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9231),tensor(0.9000),tensor(1.)
tensor(0.0091),tensor(0.0584),tensor(0.0940),tensor(0.1336),tensor(0.1734),tensor(0.1906),tensor(0.2236),tensor(0.2543),tensor(0.2580),tensor(0.2781),tensor(0.3367),tensor(0.4067),tensor(0.3903),tensor(0.3975),tensor(0.3930),tensor(0.4508),tensor(0.4752),tensor(0.3850),tensor(0.5510),tensor(0.4747),tensor(0.5379),tensor(0.5630),tensor(0.5725),tensor(0.5714),tensor(0.5769),tensor(0.5800),tensor(0.5111),tensor(0.6224),tensor(0.6289),tensor(0.6867),tensor(0.6875),tensor(0.6857),tensor(0.6933),tensor(0.7000),tensor(0.7619),tensor(0.7414),tensor(0.7460),tensor(0.7500),tensor(0.7679),tensor(0.7255),tensor(0.7778),tensor(0.7255),tensor(0.8511),tensor(0.8077),tensor(0.8857),tensor(0.8478),tensor(0.7907),tensor(0.8679),tensor(0.9111),tensor(0.7857),tensor(0.7941),tensor(0.7333),tensor(0.8065),tensor(0.9211),tensor(0.8750),tensor(0.9412),tensor(0.8824),tensor(0.8519),tensor(1.),tensor(0.8000),tensor(0.8056),tensor(0.9333),tensor(0.9600),tensor(0.7826),tensor(0.9259),tensor(0.9000),tensor(0.8571),tensor(1.),tensor(1.),tensor(0.8462),tensor(1.),tensor(0.9500),tensor(1.),tensor(0.8667),tensor(0.9412),tensor(0.8947),tensor(0.9048),tensor(0.9565),tensor(1.),tensor(0.9500),tensor(1.),tensor(0.8571),tensor(0.8571),tensor(0.9286),tensor(0.9375),tensor(0.9333),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9167),tensor(0.9444),tensor(1.),tensor(0.9231),tensor(0.9231),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0088),tensor(0.0548),tensor(0.0900),tensor(0.1220),tensor(0.1524),tensor(0.2060),tensor(0.2279),tensor(0.2801),tensor(0.2649),tensor(0.3134),tensor(0.3232),tensor(0.3034),tensor(0.3961),tensor(0.3802),tensor(0.4453),tensor(0.4271),tensor(0.4466),tensor(0.4712),tensor(0.5163),tensor(0.5280),tensor(0.5342),tensor(0.5147),tensor(0.5344),tensor(0.5847),tensor(0.5283),tensor(0.5714),tensor(0.6522),tensor(0.6747),tensor(0.6429),tensor(0.6750),tensor(0.6383),tensor(0.6667),tensor(0.6267),tensor(0.5797),tensor(0.7419),tensor(0.7667),tensor(0.8167),tensor(0.5962),tensor(0.7778),tensor(0.6304),tensor(0.7419),tensor(0.8302),tensor(0.7500),tensor(0.8519),tensor(0.7750),tensor(0.8696),tensor(0.8125),tensor(0.8571),tensor(0.8696),tensor(0.8750),tensor(0.7647),tensor(0.8000),tensor(0.8065),tensor(0.8718),tensor(0.7200),tensor(0.7143),tensor(0.9032),tensor(0.9655),tensor(0.8261),tensor(0.9630),tensor(0.8108),tensor(0.8571),tensor(0.8276),tensor(0.8500),tensor(0.7600),tensor(0.6538),tensor(0.8889),tensor(1.),tensor(0.9000),tensor(0.8519),tensor(0.9333),tensor(1.),tensor(0.8333),tensor(0.9231),tensor(0.8667),tensor(0.9474),tensor(0.9130),tensor(0.8929),tensor(1.),tensor(0.8421),tensor(0.8889),tensor(0.9091),tensor(0.9048),tensor(0.8889),tensor(0.8333),tensor(0.8667),tensor(1.),tensor(0.7500),tensor(0.9545),tensor(1.),tensor(0.9231),tensor(1.),tensor(0.8462),tensor(0.9231),tensor(1.),tensor(0.6667),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0092),tensor(0.0534),tensor(0.0902),tensor(0.1284),tensor(0.1539),tensor(0.1933),tensor(0.2561),tensor(0.2304),tensor(0.2692),tensor(0.3064),tensor(0.3277),tensor(0.3867),tensor(0.3951),tensor(0.3614),tensor(0.4268),tensor(0.4510),tensor(0.4360),tensor(0.5348),tensor(0.5033),tensor(0.4968),tensor(0.4901),tensor(0.5143),tensor(0.5645),tensor(0.6126),tensor(0.5926),tensor(0.6132),tensor(0.6023),tensor(0.6818),tensor(0.6292),tensor(0.7215),tensor(0.6383),tensor(0.7200),tensor(0.6933),tensor(0.6765),tensor(0.6909),tensor(0.8148),tensor(0.7414),tensor(0.7115),tensor(0.7069),tensor(0.8367),tensor(0.7018),tensor(0.7447),tensor(0.8511),tensor(0.7000),tensor(0.8000),tensor(0.7872),tensor(0.8222),tensor(0.8070),tensor(0.7381),tensor(0.7857),tensor(0.8857),tensor(0.8846),tensor(0.8529),tensor(0.8000),tensor(0.9091),tensor(0.8235),tensor(0.9062),tensor(0.9394),tensor(0.6250),tensor(0.9583),tensor(0.9714),tensor(0.8667),tensor(0.7391),tensor(0.9091),tensor(0.9286),tensor(0.8750),tensor(0.9048),tensor(0.9231),tensor(0.8750),tensor(0.8400),tensor(0.9375),tensor(0.8947),tensor(0.9474),tensor(1.),tensor(0.9375),tensor(0.9444),tensor(1.),tensor(0.9615),tensor(1.),tensor(0.9444),tensor(0.9412),tensor(0.9286),tensor(0.8750),tensor(1.),tensor(1.),tensor(0.9375),tensor(0.8000),tensor(0.7500),tensor(0.9565),tensor(1.),tensor(0.9231),tensor(0.9444),tensor(0.9000),tensor(0.9167),tensor(1.),tensor(0.8667),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0089),tensor(0.0530),tensor(0.0908),tensor(0.1282),tensor(0.1691),tensor(0.2225),tensor(0.2097),tensor(0.2391),tensor(0.2640),tensor(0.2966),tensor(0.3500),tensor(0.3706),tensor(0.3420),tensor(0.3893),tensor(0.4213),tensor(0.5025),tensor(0.4950),tensor(0.5027),tensor(0.5034),tensor(0.5063),tensor(0.5168),tensor(0.6397),tensor(0.6220),tensor(0.5763),tensor(0.5727),tensor(0.6822),tensor(0.6344),tensor(0.6413),tensor(0.6531),tensor(0.6538),tensor(0.7174),tensor(0.7105),tensor(0.7162),tensor(0.6984),tensor(0.6269),tensor(0.7667),tensor(0.7778),tensor(0.7091),tensor(0.7636),tensor(0.7736),tensor(0.6885),tensor(0.7647),tensor(0.7209),tensor(0.8393),tensor(0.7692),tensor(0.7708),tensor(0.8298),tensor(0.7925),tensor(0.7143),tensor(0.9250),tensor(0.7778),tensor(0.8462),tensor(0.7647),tensor(0.8205),tensor(0.8846),tensor(0.8125),tensor(1.),tensor(0.8333),tensor(0.8800),tensor(0.8800),tensor(0.9706),tensor(0.8387),tensor(0.9032),tensor(0.9130),tensor(0.7200),tensor(0.9310),tensor(0.7391),tensor(0.9130),tensor(0.9474),tensor(0.8750),tensor(0.9444),tensor(0.9000),tensor(0.9333),tensor(0.8571),tensor(0.9333),tensor(1.),tensor(0.9545),tensor(0.9630),tensor(0.8889),tensor(0.7895),tensor(1.),tensor(0.9286),tensor(0.9565),tensor(0.8824),tensor(0.9333),tensor(1.),tensor(0.9333),tensor(1.),tensor(0.9524),tensor(0.9231),tensor(0.9231),tensor(0.9474),tensor(1.),tensor(1.),tensor(0.9167),tensor(0.9231),tensor(0.9333),tensor(1.),tensor(1.),tensor(0.9286)
tensor(0.0084),tensor(0.0558),tensor(0.0930),tensor(0.1270),tensor(0.1599),tensor(0.1779),tensor(0.1842),tensor(0.2391),tensor(0.2742),tensor(0.3438),tensor(0.3316),tensor(0.3202),tensor(0.3799),tensor(0.3506),tensor(0.4845),tensor(0.4778),tensor(0.4461),tensor(0.4409),tensor(0.4384),tensor(0.5346),tensor(0.5098),tensor(0.5074),tensor(0.5662),tensor(0.5625),tensor(0.4519),tensor(0.6200),tensor(0.6778),tensor(0.6190),tensor(0.6316),tensor(0.7000),tensor(0.6354),tensor(0.7162),tensor(0.7808),tensor(0.7031),tensor(0.6429),tensor(0.6667),tensor(0.7895),tensor(0.6981),tensor(0.8136),tensor(0.7407),tensor(0.8448),tensor(0.7308),tensor(0.7500),tensor(0.8393),tensor(0.7692),tensor(0.8462),tensor(0.8043),tensor(0.8519),tensor(0.8085),tensor(0.8857),tensor(0.8286),tensor(0.8846),tensor(0.7188),tensor(0.8684),tensor(0.8387),tensor(0.9429),tensor(0.7941),tensor(0.7812),tensor(0.8261),tensor(0.8750),tensor(0.8056),tensor(0.9032),tensor(0.9310),tensor(0.7000),tensor(0.7083),tensor(0.8800),tensor(0.9000),tensor(0.8333),tensor(0.7222),tensor(0.9167),tensor(0.8462),tensor(0.8824),tensor(0.8824),tensor(0.9167),tensor(0.9333),tensor(0.8235),tensor(0.9600),tensor(0.9231),tensor(1.),tensor(1.),tensor(0.8889),tensor(0.6923),tensor(0.8889),tensor(0.9333),tensor(0.8750),tensor(1.),tensor(0.8889),tensor(1.),tensor(1.),tensor(1.),tensor(0.9091),tensor(0.9444),tensor(1.),tensor(1.),tensor(0.9091),tensor(0.9286),tensor(0.9412),tensor(1.),tensor(1.),tensor(1.)
tensor(0.0092),tensor(0.0580),tensor(0.0911),tensor(0.1428),tensor(0.1685),tensor(0.2034),tensor(0.2275),tensor(0.2714),tensor(0.3083),tensor(0.3354),tensor(0.3777),tensor(0.3378),tensor(0.3693),tensor(0.4392),tensor(0.4583),tensor(0.4513),tensor(0.4697),tensor(0.5503),tensor(0.5098),tensor(0.4938),tensor(0.5548),tensor(0.6131),tensor(0.5984),tensor(0.6161),tensor(0.7222),tensor(0.7500),tensor(0.5824),tensor(0.5978),tensor(0.6900),tensor(0.7375),tensor(0.8000),tensor(0.6301),tensor(0.7297),tensor(0.7188),tensor(0.7692),tensor(0.7377),tensor(0.8545),tensor(0.6364),tensor(0.7736),tensor(0.7759),tensor(0.8103),tensor(0.8000),tensor(0.7917),tensor(0.8235),tensor(0.8571),tensor(0.8600),tensor(0.8500),tensor(0.8039),tensor(0.9167),tensor(0.9268),tensor(0.9118),tensor(0.7097),tensor(0.9697),tensor(0.8462),tensor(0.8621),tensor(0.9143),tensor(0.7812),tensor(0.8621),tensor(1.),tensor(0.7778),tensor(0.9167),tensor(0.9310),tensor(0.8519),tensor(0.7619),tensor(1.),tensor(0.8400),tensor(0.8500),tensor(0.9167),tensor(0.8947),tensor(0.9130),tensor(0.8750),tensor(0.8889),tensor(0.9231),tensor(1.),tensor(0.8750),tensor(1.),tensor(0.9130),tensor(0.9615),tensor(1.),tensor(0.9565),tensor(0.9500),tensor(1.),tensor(0.9048),tensor(0.9412),tensor(1.),tensor(1.),tensor(0.9286),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9444),tensor(0.9333),tensor(1.),tensor(0.9091),tensor(0.9231),tensor(0.9412),tensor(1.),tensor(1.),tensor(0.9167)
tensor(0.0090),tensor(0.0602),tensor(0.1102),tensor(0.1355),tensor(0.1663),tensor(0.1983),tensor(0.2177),tensor(0.2619),tensor(0.3068),tensor(0.3285),tensor(0.3670),tensor(0.3892),tensor(0.3922),tensor(0.4219),tensor(0.4488),tensor(0.4898),tensor(0.4905),tensor(0.4868),tensor(0.5448),tensor(0.4902),tensor(0.5563),tensor(0.6403),tensor(0.6562),tensor(0.6154),tensor(0.5429),tensor(0.6355),tensor(0.7391),tensor(0.6452),tensor(0.7629),tensor(0.7000),tensor(0.6875),tensor(0.7105),tensor(0.7808),tensor(0.7727),tensor(0.7903),tensor(0.7869),tensor(0.7031),tensor(0.7755),tensor(0.7333),tensor(0.8654),tensor(0.8571),tensor(0.7255),tensor(0.7872),tensor(0.8400),tensor(0.8182),tensor(0.8298),tensor(0.7778),tensor(0.8214),tensor(0.8913),tensor(0.7368),tensor(0.9091),tensor(0.9167),tensor(0.9333),tensor(0.8810),tensor(0.8889),tensor(0.8529),tensor(0.9032),tensor(0.9000),tensor(0.9583),tensor(1.),tensor(0.9429),tensor(0.9062),tensor(0.7857),tensor(0.9048),tensor(0.9259),tensor(0.8889),tensor(0.8947),tensor(0.9615),tensor(0.9444),tensor(1.),tensor(0.9375),tensor(1.),tensor(0.9474),tensor(1.),tensor(0.9375),tensor(0.8750),tensor(0.9565),tensor(0.9231),tensor(1.),tensor(0.9500),tensor(0.9412),tensor(1.),tensor(0.9048),tensor(1.),tensor(0.8667),tensor(0.8667),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(0.9286),tensor(0.9412),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.),tensor(1.)
